# Wing Angle Data Export
# Generated on: 2025-10-08 23:11:16
# Original time range: [11.800, 12.500] seconds
# Time normalized to start from 0
# Raw forewing points: 32
# Raw hindwing points: 30
# Interpolated forewing points: 320
# Interpolated hindwing points: 300
# Columns:
# - time: Time in seconds (normalized to start from 0)
# - forewing_angle: Forewing angle in degrees
# - hindwing_angle: Hindwing angle in degrees
# - data_type: 'raw' for original data points, 'interpolated' for smoothed curve
time,forewing_angle,hindwing_angle,data_type
0.43937925418060075,,-7.584382971988197,interpolated
0.44000080250783746,49.093986835443395,,interpolated
0.4414415852842808,,-7.667128530902612,interpolated
0.4418555141065834,48.46238720958799,,interpolated
0.44350391638795905,,-7.72770855293215,interpolated
0.44371022570532936,47.7122933099935,,interpolated
0.4455649373040753,46.84406683024126,,interpolated
0.4455662474916373,,-7.765518702343486,interpolated
0.44741964890282127,45.85865673494098,,interpolated
0.44762857859531735,,-7.780422408631365,interpolated
0.4492743605015672,44.757582883425655,,interpolated
0.4496909096989956,,-7.772819408209787,interpolated
0.45112907210031317,43.54291843066738,,interpolated
0.45175324080267565,,-7.743716487363832,interpolated
0.4529837836990591,42.2172710054141,,interpolated
0.4538155719063539,,-7.694794281729862,interpolated
0.45483849529780507,40.78376266554703,,interpolated
0.45587790301003217,,-7.6280987414545685,interpolated
0.456693206896551,39.246008630659134,,interpolated
0.4579402341137122,,-7.54544540622349,interpolated
0.45854791849529697,37.608094791854285,,interpolated
0.46000256521739047,,-7.448260246830395,interpolated
0.4604026300940429,35.87455399876739,,interpolated
0.46206489632106873,,-7.337461874537368,interpolated
0.46225734169278887,34.05034112380526,,interpolated
0.4641120532915366,32.14080690360843,,interpolated
0.46412722742474877,,-7.213587834828887,interpolated
0.46596676489028255,30.151670557733702,,interpolated
0.4661679999999997,30.915704719528307,,raw
0.46618955852842703,,-7.077141042822702,interpolated
0.4678214764890285,28.088991184557713,,interpolated
0.46825188963210707,,-6.92862441363656,interpolated
0.46967618808777445,25.959137934401095,,interpolated
0.4703142207357853,,-6.768540862388195,interpolated
0.4715308996865204,23.76875895987377,,interpolated
0.4723765518394636,,-6.5973933041953705,interpolated
0.47338561128526635,21.52474914344093,,interpolated
0.4744388829431436,,-6.415684654175816,interpolated
0.4744949999999992,20.012056858050016,,raw
0.4752403228840123,19.234216602209838,,interpolated
0.4765012140468219,,-6.223917827447276,interpolated
0.47709503448275825,16.904447969937586,,interpolated
